,store,building,date,store_code,amount,n_sales,n_customer,sales_per_customer
321,elura,lalaport_tokyo_bay,2021-10-22,8708,125120,21,14,8937.142857143
322,lepsim,lalaport_tokyo_bay,2021-10-22,1844,150035,41,30,5001.166666667
323,heather,lalaport_tokyo_bay,2021-10-22,1367,229300,47,25,9172.0
324,studio_clip,lalaport_tokyo_bay,2021-10-22,2296,168825,71,46,3670.108695652
325,jeanasis,lalaport_tokyo_bay,2021-10-22,803,272460,46,29,9395.172413793
326,lowrys_farm,lalaport_tokyo_bay,2021-10-22,755,453415,106,79,5739.430379747
327,repipi_armario,lalaport_tokyo_bay,2021-10-22,1497,118088,64,24,4920.333333333
328,pageboy,lalaport_tokyo_bay,2021-10-22,2620,304050,58,34,8942.647058824
329,hare,lalaport_tokyo_bay,2021-10-22,3131,150200,16,10,15020.0
330,lakole,lalaport_tokyo_bay,2021-10-23,1875,1252800,909,351,3569.230769231
331,repipi_armario,lalaport_tokyo_bay,2021-10-23,1497,759891,350,139,5466.841726619
332,lepsim,lalaport_tokyo_bay,2021-10-23,1844,412746,112,70,5896.371428571
333,niko_and,lalaport_tokyo_bay,2021-10-23,2255,2186532,576,389,5620.904884319
334,studio_clip,lalaport_tokyo_bay,2021-10-23,2296,444256,167,96,4627.666666667
335,rageblue,lalaport_tokyo_bay,2021-10-23,1160,862402,162,78,11056.435897436
336,global_work,lalaport_tokyo_bay,2021-10-23,728,2548012,706,359,7097.526462396
337,bayflow,lalaport_tokyo_bay,2021-10-23,2469,987300,211,135,7313.333333333
338,pageboy,lalaport_tokyo_bay,2021-10-23,2620,583685,120,81,7205.987654321
339,jeanasis,lalaport_tokyo_bay,2021-10-23,803,554530,87,68,8154.852941176
340,lowrys_farm,lalaport_tokyo_bay,2021-10-23,755,798545,180,121,6599.545454545
341,.st,lalaport_tokyo_bay,2021-10-23,9092,697530,137,98,7117.653061224
342,hare,lalaport_tokyo_bay,2021-10-23,3131,374000,37,26,14384.615384615
343,heather,lalaport_tokyo_bay,2021-10-23,1367,511282,96,72,7101.138888889
344,elura,lalaport_tokyo_bay,2021-10-23,8708,241320,43,24,10055.0
345,studio_clip,lalaport_tokyo_bay,2021-10-24,2296,500586,208,110,4550.781818182
346,lakole,lalaport_tokyo_bay,2021-10-24,1875,1479600,1093,428,3457.009345794
347,niko_and,lalaport_tokyo_bay,2021-10-24,2255,2582688,678,437,5910.041189931
348,global_work,lalaport_tokyo_bay,2021-10-24,728,2689459,714,410,6559.656097561
349,repipi_armario,lalaport_tokyo_bay,2021-10-24,1497,994866,427,168,5921.821428571
350,bayflow,lalaport_tokyo_bay,2021-10-24,2469,1379400,325,194,7110.309278351
351,rageblue,lalaport_tokyo_bay,2021-10-24,1160,1187457,221,115,10325.713043478
352,pageboy,lalaport_tokyo_bay,2021-10-24,2620,505995,103,57,8877.105263158
353,lepsim,lalaport_tokyo_bay,2021-10-24,1844,385095,91,66,5834.772727273
354,heather,lalaport_tokyo_bay,2021-10-24,1367,479881,97,66,7270.924242424
355,elura,lalaport_tokyo_bay,2021-10-24,8708,201600,32,21,9600.0
356,jeanasis,lalaport_tokyo_bay,2021-10-24,803,691825,113,62,11158.467741935
357,lowrys_farm,lalaport_tokyo_bay,2021-10-24,755,1063012,250,154,6902.675324675
358,.st,lalaport_tokyo_bay,2021-10-24,9092,799450,146,99,8075.252525253
359,hare,lalaport_tokyo_bay,2021-10-24,3131,508540,52,37,13744.324324324
360,lakole,lalaport_tokyo_bay,2021-10-25,1875,619050,381,186,3328.225806452
361,repipi_armario,lalaport_tokyo_bay,2021-10-25,1497,235050,110,47,5001.063829787
362,bayflow,lalaport_tokyo_bay,2021-10-25,2469,509490,122,70,7278.428571429
363,niko_and,lalaport_tokyo_bay,2021-10-25,2255,1032623,288,196,5268.484693878
364,.st,lalaport_tokyo_bay,2021-10-25,9092,256550,47,35,7330.0
365,lowrys_farm,lalaport_tokyo_bay,2021-10-25,755,353245,87,61,5790.901639344
366,global_work,lalaport_tokyo_bay,2021-10-25,728,895506,248,148,6050.716216216
367,rageblue,lalaport_tokyo_bay,2021-10-25,1160,482390,79,40,12059.75
368,elura,lalaport_tokyo_bay,2021-10-25,8708,105740,20,10,10574.0
369,lepsim,lalaport_tokyo_bay,2021-10-25,1844,166300,42,30,5543.333333333
370,hare,lalaport_tokyo_bay,2021-10-25,3131,215700,21,16,13481.25
371,studio_clip,lalaport_tokyo_bay,2021-10-25,2296,274690,93,59,4655.762711864
372,jeanasis,lalaport_tokyo_bay,2021-10-25,803,268775,44,29,9268.103448276
373,pageboy,lalaport_tokyo_bay,2021-10-25,2620,208670,48,34,6137.352941176
374,heather,lalaport_tokyo_bay,2021-10-25,1367,217760,36,24,9073.333333333
375,niko_and,lalaport_tokyo_bay,2021-10-26,2255,1046513,281,184,5687.570652174
376,lakole,lalaport_tokyo_bay,2021-10-26,1875,579590,364,174,3330.977011494
377,repipi_armario,lalaport_tokyo_bay,2021-10-26,1497,61162,28,18,3397.888888889
378,studio_clip,lalaport_tokyo_bay,2021-10-26,2296,174752,56,38,4598.736842105
379,rageblue,lalaport_tokyo_bay,2021-10-26,1160,232725,43,27,8619.444444444
380,lowrys_farm,lalaport_tokyo_bay,2021-10-26,755,386400,93,64,6037.5
381,.st,lalaport_tokyo_bay,2021-10-26,9092,339990,63,47,7233.829787234
382,bayflow,lalaport_tokyo_bay,2021-10-26,2469,352370,98,60,5872.833333333
383,pageboy,lalaport_tokyo_bay,2021-10-26,2620,253290,52,25,10131.6
384,global_work,lalaport_tokyo_bay,2021-10-26,728,801521,215,133,6026.473684211
385,heather,lalaport_tokyo_bay,2021-10-26,1367,94592,19,10,9459.2
386,jeanasis,lalaport_tokyo_bay,2021-10-26,803,283550,42,26,10905.769230769
387,lepsim,lalaport_tokyo_bay,2021-10-26,1844,159750,38,30,5325.0
388,hare,lalaport_tokyo_bay,2021-10-26,3131,97700,10,8,12212.5
389,elura,lalaport_tokyo_bay,2021-10-26,8708,71300,15,9,7922.222222222
390,lakole,lalaport_tokyo_bay,2021-10-27,1875,542140,400,181,2995.248618785
391,global_work,lalaport_tokyo_bay,2021-10-27,728,904207,266,138,6552.224637681
392,niko_and,lalaport_tokyo_bay,2021-10-27,2255,1165750,305,203,5742.610837438
393,repipi_armario,lalaport_tokyo_bay,2021-10-27,1497,109412,56,27,4052.296296296
394,bayflow,lalaport_tokyo_bay,2021-10-27,2469,503320,119,77,6536.623376623
395,rageblue,lalaport_tokyo_bay,2021-10-27,1160,367912,62,42,8759.80952381
396,lepsim,lalaport_tokyo_bay,2021-10-27,1844,220500,57,42,5250.0
397,lowrys_farm,lalaport_tokyo_bay,2021-10-27,755,292725,75,57,5135.526315789
398,.st,lalaport_tokyo_bay,2021-10-27,9092,282150,47,37,7625.675675676
399,studio_clip,lalaport_tokyo_bay,2021-10-27,2296,278340,103,65,4282.153846154
400,heather,lalaport_tokyo_bay,2021-10-27,1367,130525,27,19,6869.736842105
401,jeanasis,lalaport_tokyo_bay,2021-10-27,803,345715,51,32,10803.59375
402,pageboy,lalaport_tokyo_bay,2021-10-27,2620,243125,47,39,6233.974358974
403,elura,lalaport_tokyo_bay,2021-10-27,8708,170560,26,10,17056.0
404,hare,lalaport_tokyo_bay,2021-10-27,3131,113800,13,10,11380.0
405,lakole,lalaport_tokyo_bay,2021-10-28,1875,463030,310,163,2840.674846626
406,studio_clip,lalaport_tokyo_bay,2021-10-28,2296,302242,127,65,4649.876923077
407,repipi_armario,lalaport_tokyo_bay,2021-10-28,1497,80792,30,17,4752.470588235
408,lepsim,lalaport_tokyo_bay,2021-10-28,1844,166657,46,37,4504.243243243
409,niko_and,lalaport_tokyo_bay,2021-10-28,2255,1027354,314,193,5323.077720207
410,.st,lalaport_tokyo_bay,2021-10-28,9092,317150,57,40,7928.75
411,bayflow,lalaport_tokyo_bay,2021-10-28,2469,492160,110,69,7132.753623188
412,pageboy,lalaport_tokyo_bay,2021-10-28,2620,272855,51,36,7579.305555556
413,jeanasis,lalaport_tokyo_bay,2021-10-28,803,258350,36,26,9936.538461538
414,global_work,lalaport_tokyo_bay,2021-10-28,728,598911,169,109,5494.596330275
415,rageblue,lalaport_tokyo_bay,2021-10-28,1160,384160,76,42,9146.666666667
416,hare,lalaport_tokyo_bay,2021-10-28,3131,166100,17,12,13841.666666667
417,lowrys_farm,lalaport_tokyo_bay,2021-10-28,755,341525,74,56,6098.660714286
418,heather,lalaport_tokyo_bay,2021-10-28,1367,174200,30,24,7258.333333333
419,elura,lalaport_tokyo_bay,2021-10-28,8708,245700,43,11,22336.363636364
420,lakole,lalaport_tokyo_bay,2021-10-29,1875,473250,313,151,3134.105960265
421,niko_and,lalaport_tokyo_bay,2021-10-29,2255,1198596,414,209,5734.909090909
422,bayflow,lalaport_tokyo_bay,2021-10-29,2469,660680,152,94,7028.510638298
423,global_work,lalaport_tokyo_bay,2021-10-29,728,1030790,278,168,6135.654761905
424,pageboy,lalaport_tokyo_bay,2021-10-29,2620,291065,50,34,8560.735294118
425,repipi_armario,lalaport_tokyo_bay,2021-10-29,1497,126095,56,23,5482.391304348
426,elura,lalaport_tokyo_bay,2021-10-29,8708,53630,10,10,5363.0
427,rageblue,lalaport_tokyo_bay,2021-10-29,1160,303422,63,40,7585.55
428,lowrys_farm,lalaport_tokyo_bay,2021-10-29,755,345320,81,68,5078.235294118
429,heather,lalaport_tokyo_bay,2021-10-29,1367,197044,38,30,6568.133333333
430,studio_clip,lalaport_tokyo_bay,2021-10-29,2296,257411,108,57,4515.98245614
431,jeanasis,lalaport_tokyo_bay,2021-10-29,803,284375,41,28,10156.25
432,hare,lalaport_tokyo_bay,2021-10-29,3131,246600,24,22,11209.090909091
433,lepsim,lalaport_tokyo_bay,2021-10-29,1844,263627,67,44,5991.522727273
434,.st,lalaport_tokyo_bay,2021-10-29,9092,284200,47,38,7478.947368421
435,niko_and,lalaport_tokyo_bay,2021-10-30,2255,2511482,770,444,5656.490990991
436,repipi_armario,lalaport_tokyo_bay,2021-10-30,1497,873698,415,135,6471.837037037
437,lakole,lalaport_tokyo_bay,2021-10-30,1875,1345950,867,370,3637.702702703
438,bayflow,lalaport_tokyo_bay,2021-10-30,2469,965509,226,150,6436.726666667
439,global_work,lalaport_tokyo_bay,2021-10-30,728,2743910,726,372,7376.102150538
440,lowrys_farm,lalaport_tokyo_bay,2021-10-30,755,807070,184,123,6561.544715447
441,rageblue,lalaport_tokyo_bay,2021-10-30,1160,781242,142,79,9889.139240506
442,elura,lalaport_tokyo_bay,2021-10-30,8708,200150,37,23,8702.173913043
443,.st,lalaport_tokyo_bay,2021-10-30,9092,853700,147,102,8369.607843137
444,studio_clip,lalaport_tokyo_bay,2021-10-30,2296,468344,176,103,4547.029126214
445,lepsim,lalaport_tokyo_bay,2021-10-30,1844,406995,101,70,5814.214285714
446,pageboy,lalaport_tokyo_bay,2021-10-30,2620,477475,84,61,7827.459016393
447,heather,lalaport_tokyo_bay,2021-10-30,1367,448250,91,55,8150.0
448,jeanasis,lalaport_tokyo_bay,2021-10-30,803,763875,115,68,11233.455882353
449,hare,lalaport_tokyo_bay,2021-10-30,3131,419800,43,28,14992.857142857
450,lakole,lalaport_tokyo_bay,2021-10-31,1875,1482750,1006,416,3564.302884615
451,studio_clip,lalaport_tokyo_bay,2021-10-31,2296,648763,236,125,5190.104
452,repipi_armario,lalaport_tokyo_bay,2021-10-31,1497,876309,396,145,6043.510344828
453,niko_and,lalaport_tokyo_bay,2021-10-31,2255,2640130,780,429,6154.149184149
454,global_work,lalaport_tokyo_bay,2021-10-31,728,2745970,740,388,7077.242268041
455,rageblue,lalaport_tokyo_bay,2021-10-31,1160,1138127,207,106,10737.047169811
456,bayflow,lalaport_tokyo_bay,2021-10-31,2469,1744419,389,199,8765.924623116
457,elura,lalaport_tokyo_bay,2021-10-31,8708,171740,30,18,9541.111111111
458,pageboy,lalaport_tokyo_bay,2021-10-31,2620,620390,112,77,8057.012987013
459,jeanasis,lalaport_tokyo_bay,2021-10-31,803,713375,106,71,10047.535211268
460,.st,lalaport_tokyo_bay,2021-10-31,9092,916300,163,121,7572.727272727
461,lepsim,lalaport_tokyo_bay,2021-10-31,1844,406951,106,67,6073.895522388
462,heather,lalaport_tokyo_bay,2021-10-31,1367,427325,86,62,6892.338709677
463,lowrys_farm,lalaport_tokyo_bay,2021-10-31,755,954210,220,145,6580.75862069
464,hare,lalaport_tokyo_bay,2021-10-31,3131,522900,60,40,13072.5
465,lakole,lalaport_tokyo_bay,2021-11-01,1875,526680,361,162,3251.111111111
466,bayflow,lalaport_tokyo_bay,2021-11-01,2469,632322,155,85,7439.082352941
467,repipi_armario,lalaport_tokyo_bay,2021-11-01,1497,174990,77,33,5302.727272727
468,niko_and,lalaport_tokyo_bay,2021-11-01,2255,1261866,376,225,5608.293333333
469,global_work,lalaport_tokyo_bay,2021-11-01,728,854184,239,151,5656.847682119
470,lepsim,lalaport_tokyo_bay,2021-11-01,1844,278940,70,52,5364.230769231
471,pageboy,lalaport_tokyo_bay,2021-11-01,2620,174540,39,31,5630.322580645
472,rageblue,lalaport_tokyo_bay,2021-11-01,1160,352954,69,43,8208.23255814
473,.st,lalaport_tokyo_bay,2021-11-01,9092,160800,28,23,6991.304347826
474,hare,lalaport_tokyo_bay,2021-11-01,3131,202300,24,16,12643.75
475,jeanasis,lalaport_tokyo_bay,2021-11-01,803,302300,47,25,12092.0
476,lowrys_farm,lalaport_tokyo_bay,2021-11-01,755,425530,99,73,5829.178082192
477,studio_clip,lalaport_tokyo_bay,2021-11-01,2296,256873,85,56,4587.017857143
478,heather,lalaport_tokyo_bay,2021-11-01,1367,245350,46,24,10222.916666667
479,elura,lalaport_tokyo_bay,2021-11-01,8708,96290,17,12,8024.166666667
480,lakole,lalaport_tokyo_bay,2021-11-02,1875,584497,359,158,3699.348101266
481,niko_and,lalaport_tokyo_bay,2021-11-02,2255,1377992,404,245,5624.457142857
482,repipi_armario,lalaport_tokyo_bay,2021-11-02,1497,183025,77,26,7039.423076923
483,global_work,lalaport_tokyo_bay,2021-11-02,728,817846,220,142,5759.478873239
484,lepsim,lalaport_tokyo_bay,2021-11-02,1844,193965,51,38,5104.342105263
485,bayflow,lalaport_tokyo_bay,2021-11-02,2469,676049,185,104,6500.471153846
486,studio_clip,lalaport_tokyo_bay,2021-11-02,2296,289245,105,73,3962.260273973
487,lowrys_farm,lalaport_tokyo_bay,2021-11-02,755,353259,95,63,5607.285714286
488,.st,lalaport_tokyo_bay,2021-11-02,9092,191910,37,31,6190.64516129
489,heather,lalaport_tokyo_bay,2021-11-02,1367,200892,43,25,8035.68
490,pageboy,lalaport_tokyo_bay,2021-11-02,2620,216885,44,30,7229.5
491,jeanasis,lalaport_tokyo_bay,2021-11-02,803,273880,45,31,8834.838709677
492,hare,lalaport_tokyo_bay,2021-11-02,3131,268810,27,22,12218.636363636
493,rageblue,lalaport_tokyo_bay,2021-11-02,1160,267855,53,31,8640.483870968
494,elura,lalaport_tokyo_bay,2021-11-02,8708,50420,10,7,7202.857142857
495,lakole,lalaport_tokyo_bay,2021-11-03,1875,1631600,984,406,4018.719211823
496,repipi_armario,lalaport_tokyo_bay,2021-11-03,1497,890325,403,150,5935.5
497,niko_and,lalaport_tokyo_bay,2021-11-03,2255,2746675,835,474,5794.672995781
498,bayflow,lalaport_tokyo_bay,2021-11-03,2469,1650760,365,219,7537.716894977
499,rageblue,lalaport_tokyo_bay,2021-11-03,1160,1011701,187,109,9281.660550459
500,pageboy,lalaport_tokyo_bay,2021-11-03,2620,693902,139,95,7304.231578947
501,global_work,lalaport_tokyo_bay,2021-11-03,728,2922539,772,425,6876.562352941
502,.st,lalaport_tokyo_bay,2021-11-03,9092,860840,176,130,6621.846153846
503,studio_clip,lalaport_tokyo_bay,2021-11-03,2296,597925,221,126,4745.436507937
504,lepsim,lalaport_tokyo_bay,2021-11-03,1844,581325,145,90,6459.166666667
505,lowrys_farm,lalaport_tokyo_bay,2021-11-03,755,1037166,250,172,6030.034883721
506,heather,lalaport_tokyo_bay,2021-11-03,1367,653494,135,77,8486.935064935
507,jeanasis,lalaport_tokyo_bay,2021-11-03,803,822100,127,78,10539.743589744
508,hare,lalaport_tokyo_bay,2021-11-03,3131,404400,45,38,10642.105263158
509,elura,lalaport_tokyo_bay,2021-11-03,8708,212640,33,21,10125.714285714
510,niko_and,lalaport_tokyo_bay,2021-11-04,2255,910447,250,167,5451.778443114
511,lakole,lalaport_tokyo_bay,2021-11-04,1875,550790,311,155,3553.483870968
512,studio_clip,lalaport_tokyo_bay,2021-11-04,2296,206815,98,56,3693.125
513,lepsim,lalaport_tokyo_bay,2021-11-04,1844,196980,52,41,4804.390243902
514,pageboy,lalaport_tokyo_bay,2021-11-04,2620,288785,57,39,7404.743589744
515,global_work,lalaport_tokyo_bay,2021-11-04,728,715777,192,134,5341.619402985
516,bayflow,lalaport_tokyo_bay,2021-11-04,2469,499490,125,70,7135.571428571
517,rageblue,lalaport_tokyo_bay,2021-11-04,1160,411008,71,33,12454.787878788
518,repipi_armario,lalaport_tokyo_bay,2021-11-04,1497,80346,59,19,4228.736842105
519,hare,lalaport_tokyo_bay,2021-11-04,3131,151070,17,11,13733.636363636
520,lowrys_farm,lalaport_tokyo_bay,2021-11-04,755,385422,92,63,6117.80952381
521,.st,lalaport_tokyo_bay,2021-11-04,9092,192520,37,26,7404.615384615
522,jeanasis,lalaport_tokyo_bay,2021-11-04,803,444020,62,40,11100.5
523,heather,lalaport_tokyo_bay,2021-11-04,1367,104880,22,17,6169.411764706
524,elura,lalaport_tokyo_bay,2021-11-04,8708,37340,7,4,9335.0
525,lakole,lalaport_tokyo_bay,2021-11-05,1875,520740,373,156,3338.076923077
526,studio_clip,lalaport_tokyo_bay,2021-11-05,2296,204428,81,47,4349.531914894
527,niko_and,lalaport_tokyo_bay,2021-11-05,2255,1107356,373,201,5509.233830846
528,global_work,lalaport_tokyo_bay,2021-11-05,728,725505,189,121,5995.909090909
529,lepsim,lalaport_tokyo_bay,2021-11-05,1844,201472,54,40,5036.8
530,.st,lalaport_tokyo_bay,2021-11-05,9092,377300,61,42,8983.333333333
531,rageblue,lalaport_tokyo_bay,2021-11-05,1160,331975,64,36,9221.527777778
532,pageboy,lalaport_tokyo_bay,2021-11-05,2620,315560,55,41,7696.585365854
533,elura,lalaport_tokyo_bay,2021-11-05,8708,66550,14,11,6050.0
534,bayflow,lalaport_tokyo_bay,2021-11-05,2469,427750,106,59,7250.0
535,heather,lalaport_tokyo_bay,2021-11-05,1367,234167,46,25,9366.68
536,lowrys_farm,lalaport_tokyo_bay,2021-11-05,755,249735,58,44,5675.795454545
537,repipi_armario,lalaport_tokyo_bay,2021-11-05,1497,73830,28,15,4922.0
538,jeanasis,lalaport_tokyo_bay,2021-11-05,803,314475,44,28,11231.25
539,hare,lalaport_tokyo_bay,2021-11-05,3131,160900,21,10,16090.0
540,niko_and,lalaport_tokyo_bay,2021-11-06,2255,2117716,727,387,5472.134366925
541,lakole,lalaport_tokyo_bay,2021-11-06,1875,1072430,727,311,3448.327974277
542,global_work,lalaport_tokyo_bay,2021-11-06,728,1766023,456,273,6468.948717949
543,studio_clip,lalaport_tokyo_bay,2021-11-06,2296,398909,176,107,3728.121495327
544,pageboy,lalaport_tokyo_bay,2021-11-06,2620,413535,77,59,7009.06779661
545,bayflow,lalaport_tokyo_bay,2021-11-06,2469,945920,180,111,8521.801801802
546,rageblue,lalaport_tokyo_bay,2021-11-06,1160,817815,152,90,9086.833333333
547,lowrys_farm,lalaport_tokyo_bay,2021-11-06,755,664277,143,102,6512.519607843
548,elura,lalaport_tokyo_bay,2021-11-06,8708,70500,12,9,7833.333333333
549,.st,lalaport_tokyo_bay,2021-11-06,9092,525100,86,74,7095.945945946
550,lepsim,lalaport_tokyo_bay,2021-11-06,1844,318380,81,51,6242.745098039
551,repipi_armario,lalaport_tokyo_bay,2021-11-06,1497,479167,194,76,6304.828947368
552,heather,lalaport_tokyo_bay,2021-11-06,1367,480249,90,58,8280.155172414
553,jeanasis,lalaport_tokyo_bay,2021-11-06,803,445275,67,48,9276.5625
554,hare,lalaport_tokyo_bay,2021-11-06,3131,349800,42,30,11660.0
555,lakole,lalaport_tokyo_bay,2021-11-07,1875,975620,659,301,3241.262458472
556,studio_clip,lalaport_tokyo_bay,2021-11-07,2296,530601,225,112,4737.508928571
557,global_work,lalaport_tokyo_bay,2021-11-07,728,2088533,571,306,6825.27124183
558,lepsim,lalaport_tokyo_bay,2021-11-07,1844,317873,81,61,5211.032786885
559,repipi_armario,lalaport_tokyo_bay,2021-11-07,1497,659610,263,103,6403.980582524
560,niko_and,lalaport_tokyo_bay,2021-11-07,2255,2363034,723,399,5922.390977444
561,pageboy,lalaport_tokyo_bay,2021-11-07,2620,413840,77,58,7135.172413793
562,rageblue,lalaport_tokyo_bay,2021-11-07,1160,910601,165,90,10117.788888889
563,bayflow,lalaport_tokyo_bay,2021-11-07,2469,1281676,298,169,7583.881656805
564,.st,lalaport_tokyo_bay,2021-11-07,9092,873250,154,101,8646.03960396
565,lowrys_farm,lalaport_tokyo_bay,2021-11-07,755,667749,149,91,7337.901098901
566,elura,lalaport_tokyo_bay,2021-11-07,8708,139160,24,12,11596.666666667
567,heather,lalaport_tokyo_bay,2021-11-07,1367,390872,84,57,6857.403508772
568,jeanasis,lalaport_tokyo_bay,2021-11-07,803,596525,83,56,10652.232142857
569,hare,lalaport_tokyo_bay,2021-11-07,3131,449400,52,31,14496.774193548
570,lakole,lalaport_tokyo_bay,2021-11-08,1875,357430,296,131,2728.473282443
571,niko_and,lalaport_tokyo_bay,2021-11-08,2255,1020732,361,193,5288.766839378
572,repipi_armario,lalaport_tokyo_bay,2021-11-08,1497,140675,86,25,5627.0
573,bayflow,lalaport_tokyo_bay,2021-11-08,2469,672940,149,80,8411.75
574,rageblue,lalaport_tokyo_bay,2021-11-08,1160,298178,57,34,8769.941176471
575,global_work,lalaport_tokyo_bay,2021-11-08,728,710820,180,113,6290.442477876
576,studio_clip,lalaport_tokyo_bay,2021-11-08,2296,260417,101,53,4913.528301887
577,.st,lalaport_tokyo_bay,2021-11-08,9092,190000,31,25,7600.0
578,heather,lalaport_tokyo_bay,2021-11-08,1367,116650,23,16,7290.625
579,lepsim,lalaport_tokyo_bay,2021-11-08,1844,194705,53,33,5900.151515152
580,jeanasis,lalaport_tokyo_bay,2021-11-08,803,251100,37,24,10462.5
581,lowrys_farm,lalaport_tokyo_bay,2021-11-08,755,282945,62,50,5658.9
582,pageboy,lalaport_tokyo_bay,2021-11-08,2620,148830,29,23,6470.869565217
583,elura,lalaport_tokyo_bay,2021-11-08,8708,51900,7,5,10380.0
584,hare,lalaport_tokyo_bay,2021-11-08,3131,110500,11,10,11050.0
585,lakole,lalaport_tokyo_bay,2021-11-09,1875,388150,315,125,3105.2
586,niko_and,lalaport_tokyo_bay,2021-11-09,2255,986618,362,185,5333.07027027
587,pageboy,lalaport_tokyo_bay,2021-11-09,2620,272925,47,34,8027.205882353
588,elura,lalaport_tokyo_bay,2021-11-09,8708,91160,15,7,13022.857142857
589,global_work,lalaport_tokyo_bay,2021-11-09,728,592999,169,93,6376.333333333
590,lepsim,lalaport_tokyo_bay,2021-11-09,1844,174570,36,24,7273.75
591,rageblue,lalaport_tokyo_bay,2021-11-09,1160,362705,70,41,8846.463414634
592,bayflow,lalaport_tokyo_bay,2021-11-09,2469,486510,108,65,7484.769230769
593,studio_clip,lalaport_tokyo_bay,2021-11-09,2296,210453,77,45,4676.733333333
594,lowrys_farm,lalaport_tokyo_bay,2021-11-09,755,343274,82,57,6022.350877193
595,repipi_armario,lalaport_tokyo_bay,2021-11-09,1497,87645,38,15,5843.0
596,jeanasis,lalaport_tokyo_bay,2021-11-09,803,189300,26,21,9014.285714286
597,.st,lalaport_tokyo_bay,2021-11-09,9092,264330,45,32,8260.3125
598,heather,lalaport_tokyo_bay,2021-11-09,1367,145750,30,20,7287.5
599,hare,lalaport_tokyo_bay,2021-11-09,3131,128600,18,11,11690.909090909
600,niko_and,lalaport_tokyo_bay,2021-11-10,2255,1058457,321,191,5541.659685864
601,lakole,lalaport_tokyo_bay,2021-11-10,1875,616065,410,172,3581.773255814
602,bayflow,lalaport_tokyo_bay,2021-11-10,2469,671650,137,83,8092.168674699
603,.st,lalaport_tokyo_bay,2021-11-10,9092,205300,34,30,6843.333333333
604,pageboy,lalaport_tokyo_bay,2021-11-10,2620,341075,57,38,8975.657894737
605,studio_clip,lalaport_tokyo_bay,2021-11-10,2296,331627,116,76,4363.513157895
606,jeanasis,lalaport_tokyo_bay,2021-11-10,803,410425,60,42,9772.023809524
607,rageblue,lalaport_tokyo_bay,2021-11-10,1160,310425,59,32,9700.78125
608,global_work,lalaport_tokyo_bay,2021-11-10,728,818707,199,133,6155.691729323
609,hare,lalaport_tokyo_bay,2021-11-10,3131,97200,12,11,8836.363636364
610,repipi_armario,lalaport_tokyo_bay,2021-11-10,1497,64924,38,17,3819.058823529
611,heather,lalaport_tokyo_bay,2021-11-10,1367,182472,39,23,7933.565217391
612,lowrys_farm,lalaport_tokyo_bay,2021-11-10,755,421702,100,69,6111.623188406
613,lepsim,lalaport_tokyo_bay,2021-11-10,1844,246586,117,46,5360.565217391
614,elura,lalaport_tokyo_bay,2021-11-10,8708,144040,22,14,10288.571428571
615,bayflow,lalaport_tokyo_bay,2021-11-11,2469,453375,119,72,6296.875
616,lakole,lalaport_tokyo_bay,2021-11-11,1875,441595,372,145,3045.482758621
617,niko_and,lalaport_tokyo_bay,2021-11-11,2255,1014830,409,206,4926.359223301
618,repipi_armario,lalaport_tokyo_bay,2021-11-11,1497,70723,45,19,3722.263157895
619,rageblue,lalaport_tokyo_bay,2021-11-11,1160,369693,68,27,13692.333333333
620,global_work,lalaport_tokyo_bay,2021-11-11,728,577635,147,97,5955.0
621,pageboy,lalaport_tokyo_bay,2021-11-11,2620,223540,48,29,7708.275862069
622,lowrys_farm,lalaport_tokyo_bay,2021-11-11,755,246377,65,48,5132.854166667
623,lepsim,lalaport_tokyo_bay,2021-11-11,1844,194370,57,39,4983.846153846
624,heather,lalaport_tokyo_bay,2021-11-11,1367,110065,22,19,5792.894736842
625,hare,lalaport_tokyo_bay,2021-11-11,3131,126300,13,10,12630.0
626,.st,lalaport_tokyo_bay,2021-11-11,9092,163000,27,24,6791.666666667
627,studio_clip,lalaport_tokyo_bay,2021-11-11,2296,203824,92,55,3705.890909091
628,elura,lalaport_tokyo_bay,2021-11-11,8708,124500,18,9,13833.333333333
629,jeanasis,lalaport_tokyo_bay,2021-11-11,803,144710,25,16,9044.375
630,niko_and,lalaport_tokyo_bay,2021-11-12,2255,918413,335,195,4709.81025641
631,lakole,lalaport_tokyo_bay,2021-11-12,1875,530310,330,142,3734.577464789
632,studio_clip,lalaport_tokyo_bay,2021-11-12,2296,252846,113,51,4957.764705882
633,pageboy,lalaport_tokyo_bay,2021-11-12,2620,232222,46,28,8293.642857143
634,global_work,lalaport_tokyo_bay,2021-11-12,728,665839,176,111,5998.54954955
635,rageblue,lalaport_tokyo_bay,2021-11-12,1160,380808,69,42,9066.857142857
636,jeanasis,lalaport_tokyo_bay,2021-11-12,803,261125,38,26,10043.269230769
637,bayflow,lalaport_tokyo_bay,2021-11-12,2469,287600,73,43,6688.372093023
638,.st,lalaport_tokyo_bay,2021-11-12,9092,199830,35,28,7136.785714286
639,lepsim,lalaport_tokyo_bay,2021-11-12,1844,236150,67,39,6055.128205128
640,lowrys_farm,lalaport_tokyo_bay,2021-11-12,755,322514,72,50,6450.28
641,heather,lalaport_tokyo_bay,2021-11-12,1367,138500,30,20,6925.0
